Generation,PopBest,PopAvg,BestOverall
0,250600,5,-730758,4,250600,5
1,750655,9,-640690,8,750655,9
2,550648,1,-776916,7,750655,9
3,50585,59,-639409,3,750655,9
4,300666,2,-648178,1,750655,9
5,550630,6,-558154,3,750655,9
6,250644,9,-616911,3,750655,9
7,300557,8,-633188,6,750655,9
8,600557,6,-645678,4,750655,9
9,300563,9,-731906,6,750655,9
10,250672,8,-636914,1,750655,9
11,300423,3,-705671,9,750655,9
12,-199429,2,-855680,7,750655,9
13,-149339,5,-769427,9,750655,9
14,50670,56,-810638,4,750655,9
15,500550,6,-684398,3,750655,9
16,750610,1,-630644,8,750655,9
17,300660,1,-676895,1,750655,9
18,-149389,4,-763158,3,750655,9
19,250640,6,-665654,8,750655,9
20,500600,7,-674388,9,750655,9
21,250621,9,-703149,1,750655,9
22,100551,1,-671890,4,750655,9
23,550620,7,-655639,1,750655,9
24,300690,6,-596909,1,750655,9
25,300610,6,-733145,1,750655,9
26,50640,66,-685646,1,750655,9
27,550530,6,-590650,6,750655,9
28,300611,1,-600643,9,750655,9
29,50667,59,-615674,2,750655,9

