Generation,PopBest,PopAvg,BestOverall
0,690,634,-696957,1,690,634
1,750618,1,-535683,4,750618,1
2,639,7957,-684423,7,750618,1
3,500620,7,-640684,8,750618,1
4,550580,4,-678211,8,750618,1
5,-149399,4,-734455,2,750618,1
6,250590,5,-585683,2,750618,1
7,-149359,6,-715682,2,750618,1
8,100309,8,-690695,8,750618,1
9,300369,8,-645700,4,750618,1
10,500510,6,-709474,6,750618,1
11,50560,31,-739394,3,750618,1
12,300520,8,-743165,750618,1
13,300620,6,-670662,6,750618,1
14,250610,6,-575674,1,750618,1
15,550550,6,-659424,9,750618,1
16,300660,4,-708195,2,750618,1
17,300530,5,-684431,1,750618,1
18,300690,4,-740656,5,750618,1
19,50507,5,-683166,7,750618,1
20,750627,7,-595662,3,750627,7
21,550587,7,-649405,4,750627,7
22,300647,8,-619403,8,750627,7
23,500608,-594401,7,750627,7
24,300637,6,-650645,750627,7
25,50635,-618167,6,750627,7
26,250632,4,-608139,1,750627,7
27,100557,1,-639386,5,750627,7
28,50686,72,-614395,9,750627,7
29,750680,7,-651916,4,750680,7

