Generation,PopBest,PopAvg,BestOverall
0,50598,13,-633247,8,50598,13
1,100547,9,-638223,4,100547,9
2,638,0997,-651909,9,100547,9
3,550527,9,-623160,1,550527,9
4,300615,7,-718188,6,550527,9
5,550687,8,-581893,1,550687,8
6,550626,4,-585635,9,550687,8
7,300657,1,-565643,3,550687,8
8,750617,9,-499391,3,750617,9
9,550311,6,-524418,6,750617,9
10,850677,6,-556947,850677,6
11,300555,6,-599403,9,850677,6
12,1300527,-576898,6,1300527
13,1050638,-419382,6,1300527
14,550587,8,-466918,4,1300527
15,300537,9,-583143,9,1300527
16,1000668,-431887,8,1300527
17,500638,-616887,9,1300527
18,500687,9,-503137,7,1300527
19,800657,9,-531886,8,1300527
20,1000628,-550643,4,1300527
21,100521,3,-555646,1,1300527
22,550658,1,-470632,1300527
23,500687,6,-464385,7,1300527
24,500628,1,-629392,1,1300527
25,750688,1,-474401,6,1300527
26,550647,5,-604386,1300527
27,550636,6,-504401,9,1300527
28,300596,9,-608142,9,1300527
29,300648,1,-549403,1,1300527

