Generation,PopBest,PopAvg,BestOverall
0,653,8953,-713229,7,653,8953
1,550578,-745704,9,550578
2,50500,31,-819464,9,550578
3,550547,7,-654444,6,550578
4,50590,53,-735685,1,550578
5,750510,9,-645750,6,750510,9
6,300667,6,-675710,6,750510,9
7,1000681,-660711,1,1000681
8,100637,9,-703172,8,1000681
9,500547,9,-655692,4,1000681
10,600,6271,-700727,5,1000681
11,550607,5,-852005,8,1000681
12,300627,2,-779456,9,1000681
13,-149469,2,-736946,1,1000681
14,359,7889,-695749,6,1000681

