Generation,PopBest,PopAvg,BestOverall
0,750510,2,-702006,6,750510,2
1,300680,1,-631918,7,750510,2
2,300697,5,-568151,8,750510,2
3,500690,1,-456893,6,750510,2
4,500660,-436891,8,750510,2
5,500540,-671889,6,750510,2
6,500609,9,-468142,5,750510,2
7,750670,2,-425642,3,750670,2
8,250540,4,-424391,5,750670,2
9,300509,9,-493138,3,750670,2
10,500620,2,-476889,750670,2
11,100619,9,-400639,8,750670,2
12,550570,-496890,1,750670,2
13,300630,3,-341888,750670,2
14,300589,9,-485639,3,750670,2
15,750509,9,-355642,1,750670,2
16,300559,8,-433141,3,750670,2
17,500499,9,-405638,750670,2
18,100680,1,-499388,9,750670,2
19,500629,9,-408138,3,750670,2
20,500690,-516892,3,750670,2
21,550649,9,-375638,750670,2
22,500580,2,-435642,5,750670,2
23,750669,8,-436888,5,750670,2
24,550620,1,-466890,750670,2
25,550679,8,-438140,8,750670,2
26,500680,3,-340638,3,750670,2
27,750629,8,-463138,8,750670,2
28,300650,1,-524392,3,750670,2
29,1000510,-450638,3,1000510

