Generation,PopBest,PopAvg,BestOverall
0,300523,3,-658248,2,300523,3
1,-149338,-623208,7,300523,3
2,300669,7,-545688,4,300669,7
3,300679,8,-539403,1,300679,8
4,550577,1,-499418,9,550577,1
5,1750567,-473152,6,1750567
6,750499,7,-504410,1,1750567
7,500677,6,-469403,4,1750567
8,650538,-486902,9,1750567
9,500649,8,-456904,1,1750567
10,300549,8,-415654,6,1750567
11,500520,-290663,6,1750567
12,550569,7,-346905,1,1750567
13,1000570,-311905,1,1750567
14,750569,5,-280655,1,1750567
15,750649,9,-410655,1,1750567
16,500530,-383155,1,1750567
17,500679,9,-381905,1,1750567
18,500669,8,-386905,1,1750567
19,750619,8,-418155,1,1750567
20,750569,9,-295655,1,1750567
21,550629,9,-359405,1,1750567
22,1000640,-334405,1,1750567
23,750669,9,-343155,1,1750567
24,750559,9,-321905,1,1750567
25,750549,6,-349405,1,1750567
26,750569,9,-421905,1,1750567
27,550669,9,-403156,5,1750567
28,750509,9,-303155,1,1750567
29,550589,9,-336905,1,1750567

