Generation,PopBest,PopAvg,BestOverall
0,-199651,1,-753265,8,-199651,1
1,100607,6,-672029,3,100607,6
2,550658,1,-643199,7,550658,1
3,300556,1,-530653,3,550658,1
4,500501,3,-635692,3,550658,1
5,550537,9,-661941,2,550658,1
6,550547,8,-705674,4,550658,1
7,300697,6,-539402,8,550658,1
8,500690,7,-605675,2,550658,1
9,300536,2,-520657,8,550658,1
10,800565,9,-489401,6,800565,9
11,550657,5,-648140,6,800565,9
12,750637,5,-461928,5,800565,9
13,550567,9,-493150,3,800565,9
14,600598,-550648,9,800565,9
15,550540,4,-573171,800565,9
16,550579,8,-593140,8,800565,9
17,250589,9,-646907,6,800565,9
18,500627,8,-543157,6,800565,9
19,550559,8,-656931,9,800565,9
20,500522,9,-594432,7,800565,9
21,550539,9,-551899,3,800565,9
22,500567,5,-669425,800565,9
23,550679,9,-684415,2,800565,9
24,250649,8,-644446,4,800565,9
25,300530,5,-608200,800565,9
26,750680,4,-629407,1,800565,9
27,250540,1,-700675,4,800565,9
28,50550,22,-603177,2,800565,9
29,300654,7,-426887,6,800565,9

