Generation,PopBest,PopAvg,BestOverall
0,511,0268,-740754,6,511,0268
1,637,9662,-685697,8,637,9662
2,750668,-540731,1,750668
3,750676,4,-569397,4,750676,4
4,500547,9,-459386,5,750676,4
5,750608,1,-580639,9,750676,4
6,300585,9,-613138,750676,4
7,300546,9,-656890,3,750676,4
8,100697,6,-504404,8,750676,4
9,300537,4,-615651,8,750676,4
10,550607,7,-578158,4,750676,4
11,550628,1,-634400,6,750676,4
12,550637,8,-559416,1,750676,4
13,300664,9,-764399,8,750676,4
14,250690,8,-739398,5,750676,4
15,550565,9,-553144,8,750676,4
16,750596,6,-539408,3,750676,4
17,500640,6,-701912,9,750676,4
18,800661,3,-640678,4,800661,3
19,300667,9,-683149,4,800661,3
20,400696,6,-580639,9,800661,3
21,550677,9,-645657,6,800661,3
22,250638,1,-514412,1,800661,3
23,100617,9,-658141,4,800661,3
24,250525,3,-678165,1,800661,3
25,550574,5,-529408,800661,3
26,550638,1,-515647,7,800661,3
27,750697,7,-589402,1,800661,3
28,250532,9,-584398,8,800661,3
29,750687,6,-564413,7,800661,3

