Generation,PopBest,PopAvg,BestOverall
0,50510,19,-698238,7,50510,19
1,50660,28,-735674,8,50660,28
2,50660,09,-715655,1,50660,28
3,550660,1,-679414,6,550660,1
4,250680,6,-745660,1,550660,1
5,-199509,8,-810694,3,550660,1
6,250520,4,-695681,2,550660,1
7,1000561,-559413,4,1000561
8,250580,6,-590668,5,1000561
9,300640,5,-671909,4,1000561
10,500574,8,-644418,9,1000561
11,350667,4,-524394,6,1000561
12,550667,8,-610640,1,1000561
13,1250688,-640652,4,1250688
14,1250671,-453149,9,1250688
15,550547,6,-524418,6,1250688
16,550668,1,-584399,4,1250688
17,550677,9,-721897,1,1250688
18,500628,1,-548137,1,1250688
19,550637,4,-516911,1250688
20,1550667,-581935,4,1550667
21,1350667,-524402,6,1550667
22,800697,9,-548134,1,1550667
23,1050678,-465646,9,1550667
24,1550667,-501896,3,1550667
25,1800638,-404387,1800638
26,600667,4,-426888,8,1800638
27,750697,7,-594393,9,1800638
28,550547,2,-494391,7,1800638
29,500597,-639422,6,1800638

