Generation,PopBest,PopAvg,BestOverall
0,100668,1,-601990,2,100668,1
1,250570,6,-700712,8,250570,6
2,550681,3,-655668,9,550681,3
3,50510,56,-675719,5,550681,3
4,250610,5,-746912,8,550681,3
5,100567,6,-735667,1,550681,3
6,300607,4,-624423,6,550681,3
7,600546,9,-471890,4,600546,9
8,300658,1,-608152,8,600546,9
9,300527,8,-520643,3,600546,9
10,750547,9,-574393,3,750547,9
11,250637,8,-564410,9,750547,9
12,550627,5,-578156,9,750547,9
13,500523,8,-674387,2,750547,9
14,250637,6,-640658,8,750547,9
15,550607,6,-520636,3,750547,9
16,150687,9,-556887,1,750547,9
17,300540,6,-619407,4,750547,9
18,300608,1,-708197,4,750547,9
19,250359,9,-659445,9,750547,9
20,50697,66,-661918,8,750547,9
21,1250608,-480649,2,1250608
22,50537,19,-676900,1,1250608
23,100547,9,-560673,4,1250608
24,550608,1,-665650,3,1250608
25,50524,84,-584416,6,1250608
26,550667,9,-564401,4,1250608
27,550537,9,-540665,6,1250608
28,50610,56,-703169,5,1250608
29,300607,4,-608143,3,1250608

