Generation,PopBest,PopAvg,BestOverall
0,500649,7,-779505,500649,7
1,300617,8,-798251,6,500649,7
2,-149468,8,-735746,1,500649,7
3,500621,-685729,7,500649,7
4,100510,6,-650760,4,500649,7
5,50530,44,-705789,9,500649,7
6,300640,5,-784512,4,500649,7
7,100510,6,-713299,9,500649,7
8,300690,6,-710704,9,500649,7
9,250670,7,-631917,1,500649,7
10,250640,5,-719454,2,500649,7
11,500560,6,-623247,7,500649,7
12,50469,03,-723270,9,500649,7
13,-199309,3,-763229,2,500649,7
14,-149333,9,-805755,6,500649,7

