Generation,PopBest,PopAvg,BestOverall
0,-149339,-753274,4,-149339
1,300509,8,-654459,9,300509,8
2,750590,6,-509425,750590,6
3,50642,13,-681903,750590,6
4,250677,8,-555658,3,750590,6
5,1250641,-563153,1,1250641
6,500627,4,-604397,1,1250641
7,300646,6,-536903,1,1250641
8,250522,2,-626895,4,1250641
9,750537,9,-666910,1,1250641
10,300503,1,-701900,6,1250641
11,1000638,-569415,1,1250641
12,1000507,-515648,6,1250641
13,550680,5,-551898,8,1250641
14,1000658,-500648,3,1250641
15,750657,9,-493141,8,1250641
16,550648,1,-425652,3,1250641
17,300527,9,-594389,7,1250641
18,1000637,-529386,4,1250641
19,550618,1,-653142,9,1250641
20,50567,84,-719398,4,1250641
21,250647,3,-604417,3,1250641
22,550630,6,-621893,5,1250641
23,300668,1,-580651,8,1250641
24,300608,1,-659409,5,1250641
25,300670,9,-515653,9,1250641
26,250610,6,-560640,3,1250641
27,750625,2,-589387,1,1250641
28,1000648,-415634,9,1250641
29,550627,9,-618137,3,1250641

