Generation,PopBest,PopAvg,BestOverall
0,300437,8,-716980,300437,8
1,500679,9,-629473,9,500679,9
2,500597,7,-625686,6,500679,9
3,1100578,-520670,5,1100578
4,500668,1,-521928,9,1100578
5,550647,2,-564444,9,1100578
6,550556,3,-596924,1,1100578
7,500653,6,-581909,7,1100578
8,750655,4,-521890,7,1100578
9,750668,1,-568153,1,1100578
10,250636,-571916,2,1100578
11,50582,78,-699404,3,1100578
12,550556,2,-583143,4,1100578
13,300607,2,-566897,8,1100578
14,1000598,-570638,3,1100578
15,800557,9,-493143,1100578
16,1250668,-540637,4,1250668
17,1000637,-670645,9,1250668
18,100677,8,-631899,3,1250668
19,250668,1,-583142,9,1250668
20,1250668,-575636,1,1250668
21,1250658,-598145,8,1250668
22,750597,6,-636891,9,1250668
23,550517,9,-616895,8,1250668
24,550667,8,-530648,6,1250668
25,550636,4,-564386,6,1250668
26,350610,5,-586888,8,1250668
27,1000618,-619386,9,1250668
28,300676,3,-446883,9,1250668
29,300656,6,-474383,1,1250668

