Generation,PopBest,PopAvg,BestOverall
0,300601,8,-709505,2,300601,8
1,633,4324,-713164,300601,8
2,300687,9,-574426,300687,9
3,550560,9,-591923,1,550560,9
4,750598,1,-486921,7,750598,1
5,1000648,-550651,3,1000648
6,500607,9,-585653,3,1000648
7,1000598,-605670,3,1000648
8,750577,6,-591924,1,1000648
9,500628,-474414,7,1000648
10,100517,-543146,8,1000648
11,250646,6,-613153,2,1000648
12,1350678,-355645,1,1350678
13,1000628,-399389,6,1350678
14,550657,6,-543139,4,1350678
15,300638,1,-538164,1,1350678
16,750627,8,-439404,4,1350678
17,500638,1,-553152,5,1350678
18,750595,9,-513144,7,1350678
19,500683,1,-548158,6,1350678
20,500593,6,-538133,1,1350678
21,750668,1,-538132,4,1350678
22,500597,8,-584395,4,1350678
23,550576,3,-678187,4,1350678
24,550650,6,-441903,6,1350678
25,300607,8,-558144,1350678
26,750668,1,-566906,3,1350678
27,300647,8,-541890,4,1350678
28,300666,8,-495633,2,1350678
29,1000648,-493137,7,1350678

