Generation,PopBest,PopAvg,BestOverall
0,750580,7,-741969,4,750580,7
1,300608,1,-695712,4,750580,7
2,550500,3,-671975,9,750580,7
3,50693,84,-783240,8,750580,7
4,-149303,8,-733212,8,750580,7
5,-149677,8,-790754,8,750580,7
6,100516,9,-678206,750580,7
7,750530,6,-654476,4,750580,7
8,50647,25,-675768,9,750580,7
9,1000588,-679473,2,1000588
10,50685,19,-751988,5,1000588
11,500539,8,-631982,3,1000588
12,500677,9,-679497,4,1000588
13,300530,7,-640730,6,1000588
14,300628,1,-629514,7,1000588
15,750520,5,-763263,7,1000588
16,500659,8,-749522,9,1000588
17,300647,9,-715759,1000588
18,459,8111,-737019,4,1000588
19,1000521,-716944,6,1000588
20,250610,5,-759460,1000588
21,550677,2,-675750,6,1000588
22,250617,8,-705725,3,1000588
23,100618,1,-720733,9,1000588
24,-149335,2,-771988,7,1000588
25,500600,5,-655697,9,1000588
26,100537,9,-737009,6,1000588
27,-149383,-765760,2,1000588
28,1000628,-665739,1,1000628
29,550694,2,-633253,5,1000628

