Generation,PopBest,PopAvg,BestOverall
0,50595,5,-696992,3,50595,5
1,50667,81,-784471,6,50667,81
2,-149389,4,-724478,1,50667,81
3,250664,2,-807016,6,250664,2
4,250680,1,-700733,1,250680,1
5,50616,44,-696982,1,250680,1
6,-149661,-788256,4,250680,1
7,300619,8,-808232,8,300619,8
8,550638,1,-694483,6,550638,1
9,-399402,1,-835716,9,550638,1
10,-399499,3,-763245,7,550638,1
11,50650,56,-754506,2,550638,1
12,300537,8,-773247,2,550638,1
13,1600608,-538239,5,1600608
14,250654,5,-710727,8,1600608
15,580,6198,-702003,8,1600608
16,500590,8,-721977,1,1600608
17,-399670,3,-780719,5,1600608
18,550628,1,-715719,3,1600608
19,589,9974,-740761,9,1600608
20,50637,06,-729529,9,1600608
21,1850518,-688280,7,1850518
22,-349399,4,-756996,4,1850518
23,-399456,8,-768248,2,1850518
24,50664,25,-698229,8,1850518
25,100628,1,-762001,9,1850518
26,300647,3,-674469,1850518
27,50561,5,-716966,9,1850518
28,300540,3,-776977,8,1850518
29,50539,97,-766995,8,1850518

