Generation,PopBest,PopAvg,BestOverall
0,-149369,5,-772016,6,-149369,5
1,250611,1,-756967,4,250611,1
2,250689,8,-748220,250689,8
3,500655,9,-662021,2,500655,9
4,1250548,-707035,3,1250548
5,-149691,6,-780787,1,1250548
6,50587,28,-694488,9,1250548
7,50676,84,-705778,1,1250548
8,300675,9,-729493,8,1250548
9,-149690,4,-781971,9,1250548
10,50658,09,-790737,8,1250548
11,250640,4,-726988,8,1250548
12,250660,6,-705736,4,1250548
13,100534,9,-714484,2,1250548
14,-149420,2,-784513,6,1250548
15,590,6083,-693266,6,1250548
16,500608,1,-719500,6,1250548
17,610,8734,-713263,6,1250548
18,300560,6,-706990,9,1250548
19,100675,9,-695713,4,1250548
20,50598,06,-748220,1,1250548
21,-399487,4,-773242,3,1250548
22,50512,44,-678276,6,1250548
23,300575,5,-718284,8,1250548
24,300675,6,-728200,1,1250548
25,50590,69,-729474,6,1250548
26,-149430,1,-703262,1,1250548
27,500691,3,-661985,9,1250548
28,50545,53,-669488,5,1250548
29,550504,4,-781980,7,1250548

