Generation,PopBest,PopAvg,BestOverall
0,-149330,4,-763255,9,-149330,4
1,350,5198,-723242,6,350,5198
2,550680,1,-689451,6,550680,1
3,550383,2,-663261,550680,1
4,100559,8,-746979,5,550680,1
5,50419,81,-690749,6,550680,1
6,750526,9,-673271,8,750526,9
7,250590,2,-698211,8,750526,9
8,550537,9,-668278,9,750526,9
9,300617,2,-669472,1,750526,9
10,50506,75,-732007,1,750526,9
11,50615,16,-779516,4,750526,9
12,-149305,9,-704488,3,750526,9
13,-199453,8,-751999,6,750526,9
14,100689,9,-738216,9,750526,9
15,300608,1,-730751,4,750526,9
16,550657,8,-561963,3,750526,9
17,100510,7,-727004,8,750526,9
18,550610,4,-716998,1,750526,9
19,50675,69,-739449,5,750526,9
20,500520,2,-711994,4,750526,9
21,300630,6,-740765,5,750526,9
22,-149373,6,-724552,1,750526,9
23,750599,8,-669471,1,750599,8
24,300507,6,-774488,9,750599,8
25,550469,8,-808261,1,750599,8
26,50600,56,-728246,8,750599,8
27,-149410,-799527,9,750599,8
28,300510,3,-690748,1,750599,8
29,100529,8,-663225,9,750599,8

