Generation,PopBest,PopAvg,BestOverall
0,-149433,9,-705768,9,-149433,9
1,550567,9,-698245,9,550567,9
2,300660,7,-701970,4,550567,9
3,300510,5,-700748,5,550567,9
4,500550,2,-735774,9,550567,9
5,349,8151,-755736,9,550567,9
6,250680,5,-696967,3,550567,9
7,500580,7,-670768,5,550567,9
8,300527,2,-684492,9,550567,9
9,-149339,1,-770720,4,550567,9
10,250690,-656975,7,550567,9
11,-149510,8,-741978,550567,9
12,50504,44,-793279,9,550567,9
13,500532,9,-734499,1,550567,9
14,500520,5,-686998,1,550567,9
15,-149459,3,-754499,8,550567,9
16,800667,1,-698297,800667,1
17,550630,4,-685752,9,800667,1
18,550670,4,-641985,1,800667,1
19,300621,-645705,9,800667,1
20,300537,3,-723284,9,800667,1
21,-199496,1,-723252,8,800667,1
22,300670,6,-591959,3,800667,1
23,50409,19,-809486,7,800667,1
24,750537,9,-680737,6,800667,1
25,1000581,-647031,1,1000581
26,550547,9,-653231,6,1000581
27,300527,8,-742052,9,1000581
28,50630,47,-754514,6,1000581
29,50657,63,-675749,1,1000581

