Generation,PopBest,PopAvg,BestOverall
0,-149329,5,-783224,4,-149329,5
1,50659,72,-732023,2,50659,72
2,100534,8,-693277,8,100534,8
3,100517,6,-745713,8,100534,8
4,300597,8,-693178,6,300597,8
5,628,0733,-733208,4,300597,8
6,-399439,3,-750746,1,300597,8
7,500500,9,-746997,8,500500,9
8,300550,6,-723232,6,500500,9
9,50610,63,-809483,2,500500,9
10,550547,9,-672021,9,550547,9
11,500500,3,-759503,1,550547,9
12,500690,6,-695714,2,550547,9
13,300692,9,-648226,6,550547,9
14,300501,-694483,5,550547,9
15,250601,-683246,4,550547,9
16,550577,3,-630745,3,550577,3
17,300339,5,-713285,8,550577,3
18,50690,66,-677006,3,550577,3
19,500599,9,-649488,6,550577,3
20,550571,7,-660771,7,550577,3
21,550429,2,-653236,9,550577,3
22,50599,88,-770749,1,550577,3
23,550646,8,-584486,6,550646,8
24,100690,6,-680738,4,550646,8
25,550620,6,-714466,6,550646,8
26,300410,8,-759510,1,550646,8
27,50542,16,-745737,8,550646,8
28,567,8619,-730733,9,550646,8
29,300580,6,-653235,5,550646,8

