Generation,PopBest,PopAvg,BestOverall
0,550687,1,-722009,1,550687,1
1,550571,1,-599424,1,550687,1
2,500540,6,-625699,550687,1
3,250510,6,-701960,3,550687,1
4,500536,2,-573198,5,550687,1
5,100399,8,-747011,7,550687,1
6,-399403,-784527,3,550687,1
7,100600,5,-721961,8,550687,1
8,300650,4,-685731,4,550687,1
9,100539,6,-663222,6,550687,1
10,500349,8,-659480,6,550687,1
11,50637,78,-761996,1,550687,1
12,50507,28,-741972,6,550687,1
13,600,5135,-649429,8,550687,1
14,300507,3,-610702,2,550687,1
15,300646,3,-626926,1,550687,1
16,750627,8,-506928,9,750627,8
17,250690,7,-690700,9,750627,8
18,550697,9,-504429,3,750627,8
19,300627,6,-631942,3,750627,8
20,500618,1,-659411,1,750627,8
21,50649,75,-710701,7,750627,8
22,300659,9,-651915,9,750627,8
23,50590,5,-672010,4,750627,8
24,750509,8,-614442,3,750627,8
25,550560,6,-731975,6,750627,8
26,500575,2,-625690,3,750627,8
27,300650,6,-690695,9,750627,8
28,631,1266,-761968,4,750627,8
29,50587,31,-681958,8,750627,8

