Generation,PopBest,PopAvg,BestOverall
0,300680,5,-661983,8,300680,5
1,300620,3,-638224,9,300680,5
2,-399402,4,-835709,4,300680,5
3,300668,-680704,6,300680,5
4,300626,8,-678198,1,300680,5
5,100677,2,-578181,6,300680,5
6,250658,-633191,300680,5
7,300505,8,-700708,9,300680,5
8,550668,1,-578186,9,550668,1
9,250647,9,-645659,8,550668,1
10,550627,3,-644420,6,550668,1
11,550697,2,-591902,3,550697,2
12,550686,5,-675688,8,550697,2
13,500617,8,-644409,8,550697,2
14,550499,4,-716945,9,550697,2
15,-399302,2,-828191,6,550697,2
16,600537,3,-693184,5,600537,3
17,250512,5,-728175,6,600537,3
18,550577,4,-610704,1,600537,3
19,500680,5,-553199,7,600537,3
20,300697,1,-568187,3,600537,3
21,100640,6,-766980,6,600537,3
22,300555,3,-713194,3,600537,3
23,300648,1,-659448,1,600537,3
24,750528,1,-728171,4,750528,1
25,550623,9,-591937,3,750528,1
26,500610,6,-618229,8,750528,1
27,300526,7,-698217,9,750528,1
28,300644,9,-748210,3,750528,1
29,550537,9,-723234,750528,1

