Generation,PopBest,PopAvg,BestOverall
0,50566,22,-751987,3,50566,22
1,750638,1,-686981,3,750638,1
2,550668,1,-536920,1,750638,1
3,500520,-620685,9,750638,1
4,500547,5,-669436,8,750638,1
5,550628,1,-609453,1,750638,1
6,550658,1,-643204,6,750638,1
7,550657,9,-653211,9,750638,1
8,300598,-558175,5,750638,1
9,50686,78,-546951,4,750638,1
10,550618,1,-649437,1,750638,1
11,50675,06,-680676,9,750638,1
12,50509,78,-676956,1,750638,1
13,100449,8,-694432,8,750638,1
14,50572,88,-673262,1,750638,1
15,100383,9,-654484,5,750638,1
16,-149419,4,-715731,1,750638,1
17,-149331,9,-740725,4,750638,1
18,100697,9,-736922,9,750638,1
19,50516,91,-588175,6,750638,1
20,300662,3,-651924,4,750638,1
21,300697,7,-631969,4,750638,1
22,100499,9,-750701,2,750638,1
23,250550,7,-643219,1,750638,1
24,300500,8,-688213,3,750638,1
25,300666,5,-715733,9,750638,1
26,300607,6,-734496,4,750638,1
27,300507,5,-523178,4,750638,1
28,750596,6,-589439,4,750638,1
29,300637,9,-628163,9,750638,1

