Generation,PopBest,PopAvg,BestOverall
0,100309,1,-679491,3,100309,1
1,671,3346,-660752,4,100309,1
2,100584,-741933,100584
3,300690,7,-674449,4,300690,7
4,50633,03,-745721,9,300690,7
5,50587,59,-745734,4,300690,7
6,100677,7,-610722,6,300690,7
7,800507,8,-524407,3,800507,8
8,300667,6,-751946,3,800507,8
9,300690,5,-621925,4,800507,8
10,50580,53,-714439,5,800507,8
11,750668,1,-585706,1,800507,8
12,300680,6,-629419,3,800507,8
13,-199432,2,-760683,6,800507,8
14,500615,3,-711909,6,800507,8
15,550608,1,-675689,6,800507,8
16,500607,9,-550671,2,800507,8
17,100631,1,-614415,1,800507,8
18,300638,1,-605676,3,800507,8
19,50607,34,-659421,1,800507,8
20,300627,9,-616940,5,800507,8
21,300577,1,-631945,800507,8
22,-149422,3,-706941,6,800507,8
23,550576,1,-636940,7,800507,8
24,50617,28,-624423,6,800507,8
25,750667,9,-479414,3,800507,8
26,300647,2,-681915,6,800507,8
27,300643,7,-623181,6,800507,8
28,-149444,4,-669449,9,800507,8
29,577,2302,-750702,9,800507,8

