Generation,PopBest,PopAvg,BestOverall
0,50656,25,-725752,9,50656,25
1,300670,9,-650699,1,300670,9
2,500629,7,-741974,9,500629,7
3,250630,5,-758208,6,500629,7
4,550670,5,-689439,6,550670,5
5,550630,8,-688160,5,550670,5
6,300608,1,-645667,8,550670,5
7,-149305,3,-758210,3,550670,5
8,300339,6,-706951,6,550670,5
9,250591,9,-743204,8,550670,5
10,750674,1,-705701,6,750674,1
11,-149400,3,-780729,1,750674,1
12,-149400,2,-776983,8,750674,1
13,300673,3,-693209,6,750674,1
14,750600,-568173,2,750674,1
15,500667,6,-703198,8,750674,1
16,300399,8,-624421,3,750674,1
17,50637,59,-583197,750674,1
18,750626,7,-723163,750674,1
19,550616,7,-594410,6,750674,1
20,600687,9,-555688,4,750674,1
21,750620,7,-628195,4,750674,1
22,590,51,-686938,9,750674,1
23,500620,6,-735703,3,750674,1
24,250648,1,-671939,3,750674,1
25,750630,6,-686942,1,750674,1
26,250680,8,-680687,6,750674,1
27,50369,81,-771950,7,750674,1
28,750580,4,-651978,6,750674,1
29,300670,6,-675736,9,750674,1
30,650,1843,-715706,3,750674,1
31,100606,8,-696942,6,750674,1
32,550527,5,-753182,4,750674,1
33,550638,1,-674447,3,750674,1
34,300561,9,-704449,5,750674,1
35,50670,66,-743235,4,750674,1
36,610,6415,-769437,9,750674,1
37,50628,-724425,4,750674,1
38,500676,6,-586912,1,750674,1
39,1300687,-690691,1,1300687
40,500580,6,-649416,1,1300687
41,100510,7,-665687,4,1300687
42,100479,9,-611949,8,1300687
43,500676,3,-686992,8,1300687
44,500680,4,-676930,3,1300687

