Generation,PopBest,PopAvg,BestOverall
0,100540,5,-748208,4,100540,5
1,500541,5,-650678,6,500541,5
2,550618,1,-681932,3,550618,1
3,500670,5,-641941,7,550618,1
4,250630,9,-703203,8,550618,1
5,300505,5,-743189,9,550618,1
6,50661,34,-749434,9,550618,1
7,100659,8,-739435,4,550618,1
8,300627,9,-745668,3,550618,1
9,550607,8,-675688,4,550618,1
10,50627,19,-696940,1,550618,1
11,50566,-715693,2,550618,1
12,250697,5,-785676,9,550618,1
13,300677,7,-679419,9,550618,1
14,300654,6,-679437,9,550618,1
15,800570,5,-649434,1,800570,5
16,100547,9,-676916,5,800570,5
17,-149661,3,-785710,6,800570,5
18,750547,6,-649463,4,800570,5
19,580,7258,-669456,9,800570,5
20,550547,8,-620687,5,800570,5
21,500668,1,-608159,3,800570,5
22,100607,6,-789420,4,800570,5
23,50651,13,-710689,9,800570,5
24,350597,3,-678187,8,800570,5
25,660,2375,-740677,7,800570,5
26,100517,3,-698194,8,800570,5
27,750610,1,-585656,3,800570,5
28,250670,-648186,4,800570,5
29,250640,5,-658216,6,800570,5
30,50500,5,-708180,6,800570,5
31,100640,7,-665725,9,800570,5
32,500614,2,-716961,9,800570,5
33,666,6818,-709461,7,800570,5
34,250510,7,-596954,800570,5
35,1500697,-618162,3,1500697
36,550693,7,-653176,4,1500697
37,300666,9,-719441,6,1500697
38,500599,6,-646938,8,1500697
39,550537,8,-703182,9,1500697
40,677,7953,-700701,6,1500697
41,300667,-688203,1,1500697
42,50630,63,-686937,6,1500697
43,-149480,1,-814437,3,1500697
44,250670,7,-710656,6,1500697

