Generation,PopBest,PopAvg,BestOverall
0,300594,8,-693218,8,300594,8
1,250539,8,-755677,3,300594,8
2,100334,5,-699426,1,300594,8
3,300520,6,-804494,9,300594,8
4,550540,7,-690719,1,550540,7
5,100560,6,-668182,9,550540,7
6,50509,75,-751936,9,550540,7
7,300630,6,-735713,550540,7
8,300576,-699460,9,550540,7
9,-149368,6,-780674,7,550540,7
10,500608,1,-656957,7,550540,7
11,50661,06,-690676,2,550540,7
12,550629,8,-686914,8,550629,8
13,100690,7,-698193,1,550629,8
14,50478,97,-621915,9,550629,8
15,550547,8,-655743,7,550629,8
16,300665,9,-613176,6,550629,8
17,300597,9,-545665,6,550629,8
18,100547,9,-764453,1,550629,8
19,300547,9,-706918,6,550629,8
20,300416,4,-685682,6,550629,8
21,600687,8,-630699,4,600687,8
22,50696,28,-685700,8,600687,8
23,250617,6,-620707,1,600687,8
24,665,9803,-743180,7,600687,8
25,300685,9,-608190,8,600687,8
26,250690,5,-676945,1,600687,8
27,550547,9,-638176,6,600687,8
28,-149313,9,-766942,4,600687,8
29,850627,6,-656949,850627,6
30,50667,84,-723174,1,850627,6
31,1000531,-644432,8,1000531
32,1000638,-769420,6,1000638
33,750590,4,-826938,1,1000638
34,50670,06,-681928,1,1000638
35,100576,1,-666972,4,1000638
36,1000607,-700684,6,1000638
37,550644,9,-643191,8,1000638
38,250680,4,-711968,8,1000638
39,300687,4,-664479,4,1000638
40,500690,3,-591954,9,1000638
41,250698,-606945,9,1000638
42,300687,1,-675695,9,1000638
43,250670,4,-694438,9,1000638
44,530,7158,-696980,4,1000638

