Generation,PopBest,PopAvg,BestOverall
0,50670,56,-654489,50670,56
1,690,3385,-626937,8,50670,56
2,100611,1,-645654,1,100611,1
3,300597,-660672,1,300597
4,100638,1,-676922,3,300597
5,679,8702,-645682,8,300597
6,50627,28,-664446,300597
7,-149339,1,-739428,5,300597
8,300670,4,-659406,6,300670,4
9,1000628,-611938,9,1000628
10,50500,59,-711907,9,1000628
11,50696,25,-706934,6,1000628
12,250668,1,-746941,8,1000628
13,300560,7,-690671,5,1000628
14,550638,1,-665675,8,1000628
15,250658,1,-715694,3,1000628
16,100537,9,-650702,8,1000628
17,50665,59,-784480,8,1000628
18,50693,69,-663196,1,1000628
19,550547,8,-739462,1000628
20,-199309,5,-735683,8,1000628
21,300687,3,-724441,2,1000628
22,800527,4,-633184,9,1000628
23,250600,7,-615673,9,1000628
24,300589,9,-693190,6,1000628
25,500653,5,-553166,9,1000628
26,250580,6,-616947,3,1000628
27,500690,6,-689447,1,1000628
28,597,813,-703176,6,1000628
29,500656,6,-691950,5,1000628
30,300570,4,-721949,6,1000628
31,500690,6,-618156,9,1000628
32,550676,3,-660681,1,1000628
33,50546,13,-719426,1,1000628
34,300640,2,-661904,3,1000628
35,50679,69,-793169,4,1000628
36,750657,8,-661924,3,1000628
37,300608,-640663,6,1000628
38,600546,9,-606925,1,1000628
39,50626,81,-705683,9,1000628
40,550328,8,-743196,2,1000628
41,100359,8,-661979,1,1000628
42,-149360,4,-804486,9,1000628
43,550479,8,-625691,9,1000628
44,-149445,1,-691997,4,1000628

