Generation,PopBest,PopAvg,BestOverall
0,300600,3,-745727,1,300600,3
1,500616,9,-600712,1,500616,9
2,250667,8,-624437,3,500616,9
3,-149314,-754462,9,500616,9
4,-149313,9,-731943,9,500616,9
5,550600,6,-714482,1,550600,6
6,50667,91,-696916,8,550600,6
7,250520,5,-724465,8,550600,6
8,750510,8,-744455,8,750510,8
9,50550,63,-719426,4,750510,8
10,250550,5,-635686,1,750510,8
11,750656,8,-748173,750656,8
12,300589,8,-690683,6,750656,8
13,300697,5,-714423,6,750656,8
14,50687,53,-699417,9,750656,8
15,50556,06,-733156,4,750656,8
16,300617,4,-588164,6,750656,8
17,550341,9,-678165,1,750656,8
18,-149432,2,-714422,9,750656,8
19,500610,3,-679433,750656,8
20,300628,1,-730693,9,750656,8
21,100677,6,-739402,8,750656,8
22,250657,3,-675662,1,750656,8
23,250683,2,-775673,4,750656,8
24,300618,1,-690661,4,750656,8
25,550677,9,-698177,750656,8
26,500565,5,-733164,6,750656,8
27,500608,1,-593149,750656,8
28,300678,1,-569392,4,750656,8
29,250517,5,-623159,8,750656,8
30,550658,1,-625668,9,750656,8
31,100681,3,-573158,1,750656,8
32,500510,5,-629415,6,750656,8
33,750618,-569413,9,750656,8
34,250608,1,-628193,4,750656,8
35,750666,8,-703165,7,750666,8
36,500688,1,-559415,5,750666,8
37,300667,9,-626916,2,750666,8
38,300560,-679448,4,750666,8
39,300673,4,-733185,6,750666,8
40,550667,2,-546917,8,750666,8
41,150597,9,-726917,1,750666,8
42,500523,2,-724428,6,750666,8
43,-149324,7,-720689,7,750666,8
44,50530,66,-684421,6,750666,8

