Generation,PopBest,PopAvg,BestOverall
0,-149340,6,-734488,9,-149340,6
1,250690,3,-691987,6,250690,3
2,300660,6,-771955,9,300660,6
3,250549,9,-655681,4,300660,6
4,-149429,4,-815699,300660,6
5,-149303,9,-731985,2,300660,6
6,300507,8,-749503,5,300660,6
7,300637,9,-623172,6,300660,6
8,50590,5,-613176,300660,6
9,750667,8,-704436,6,750667,8
10,850697,-623158,9,850697
11,250602,5,-624399,6,850697
12,550648,1,-463147,4,850697
13,250683,6,-641913,9,850697
14,-149334,-709431,4,850697
15,1000628,-583220,4,1000628
16,250597,2,-720681,2,1000628
17,500540,8,-646940,4,1000628
18,300478,9,-760702,4,1000628
19,300640,6,-706987,8,1000628
20,100599,9,-703208,4,1000628
21,300557,9,-670676,7,1000628
22,300617,3,-716959,6,1000628
23,50677,25,-768197,1,1000628
24,1000648,-616920,9,1000648
25,581,4769,-750674,9,1000648
26,250682,-574441,4,1000648
27,50640,69,-669449,5,1000648
28,550691,5,-618197,4,1000648
29,100570,4,-721932,6,1000648
30,300593,6,-650693,1,1000648
31,300530,5,-700691,1,1000648
32,300530,6,-684433,9,1000648
33,300526,4,-698167,1000648
34,300517,1,-678218,6,1000648
35,250500,6,-699443,3,1000648
36,250510,6,-615662,7,1000648
37,350697,8,-626951,8,1000648
38,100607,-629423,7,1000648
39,-99426,25,-683160,1,1000648
40,550664,9,-634442,2,1000648
41,1300518,-498169,1,1300518
42,500520,3,-663191,8,1300518
43,100670,5,-694449,6,1300518
44,50561,31,-689466,9,1300518

