Generation,PopBest,PopAvg,BestOverall
0,-149429,9,-734522,9,-149429,9
1,250560,7,-709455,9,250560,7
2,750547,8,-810758,8,750547,8
3,300653,8,-668216,6,750547,8
4,500500,4,-681951,9,750547,8
5,750621,9,-590692,6,750621,9
6,550680,-589453,5,750621,9
7,500649,8,-703178,750621,9
8,50550,56,-715683,1,750621,9
9,550531,6,-551970,7,750621,9
10,600,5693,-728179,750621,9
11,250615,-750686,9,750621,9
12,50689,97,-708197,2,750621,9
13,500660,-700695,7,750621,9
14,100547,6,-606955,5,750621,9
15,50580,59,-765688,3,750621,9
16,50660,19,-734439,2,750621,9
17,50684,44,-689436,7,750621,9
18,300605,3,-595707,9,750621,9
19,250623,8,-724450,4,750621,9
20,50696,25,-789442,6,750621,9
21,50677,69,-638187,4,750621,9
22,1250558,-599428,6,1250558
23,750507,4,-691961,8,1250558
24,300464,9,-700704,9,1250558
25,50517,47,-653240,4,1250558
26,100499,8,-726969,8,1250558
27,550369,8,-708240,8,1250558
28,500696,1,-690677,1,1250558
29,300556,2,-729449,3,1250558
30,50616,81,-735677,4,1250558
31,300648,1,-628217,9,1250558
32,1000530,-641963,3,1250558
33,640,172,-686936,9,1250558
34,610,9937,-684423,8,1250558
35,550591,2,-715704,4,1250558
36,50627,47,-681955,4,1250558
37,100636,7,-734437,3,1250558
38,300654,8,-555656,2,1250558
39,250520,5,-696944,8,1250558
40,100593,4,-656935,3,1250558
41,300507,6,-668182,9,1250558
42,50691,5,-734409,9,1250558
43,641,617,-663175,3,1250558
44,300505,7,-601963,8,1250558

