Generation,PopBest,PopAvg,BestOverall
0,-149445,8,-707031,8,-149445,8
1,561,2748,-669438,6,561,2748
2,550547,8,-705708,3,550547,8
3,50577,97,-731951,3,550547,8
4,100517,4,-706952,9,550547,8
5,300587,3,-703180,5,550547,8
6,50687,41,-603159,9,550547,8
7,250674,-626931,4,550547,8
8,-99322,75,-768161,6,550547,8
9,500602,5,-636924,3,550547,8
10,100527,2,-694432,1,550547,8
11,50637,53,-734441,3,550547,8
12,1550648,-629440,1,1550648
13,300596,2,-681938,9,1550648
14,500517,8,-666943,4,1550648
15,-149413,2,-739445,4,1550648
16,750697,9,-685701,6,1550648
17,630,1971,-686937,3,1550648
18,-149329,6,-723184,3,1550648
19,250661,5,-673217,6,1550648
20,350527,4,-698192,7,1550648
21,100549,8,-675664,4,1550648
22,500657,3,-683198,9,1550648
23,750630,6,-644432,8,1550648
24,250570,7,-615684,9,1550648
25,300555,9,-540725,6,1550648
26,250551,2,-699428,6,1550648
27,1050678,-764450,1,1550648
28,750507,3,-613194,2,1550648
29,250596,-674432,1,1550648
30,750610,7,-648184,1550648
31,300627,8,-634423,4,1550648
32,-149433,9,-741958,9,1550648
33,300577,5,-670652,6,1550648
34,550530,6,-600718,7,1550648
35,750668,1,-714455,4,1550648
36,500624,-534419,3,1550648
37,300657,1,-584449,6,1550648
38,550674,5,-571954,3,1550648
39,300540,6,-654430,6,1550648
40,300617,6,-723193,4,1550648
41,300597,3,-654420,6,1550648
42,300672,1,-726936,6,1550648
43,50545,63,-734472,6,1550648
44,1250541,-655715,4,1550648

