Generation,PopBest,PopAvg,BestOverall
0,750690,5,-568249,6,750690,5
1,300670,6,-605668,3,750690,5
2,300685,6,-570654,1,750690,5
3,300641,9,-633164,9,750690,5
4,300658,1,-583140,8,750690,5
5,300638,1,-539408,3,750690,5
6,750637,6,-579383,4,750690,5
7,550648,1,-489413,3,750690,5
8,550667,6,-561894,750690,5
9,1000662,-470636,2,1000662
10,300637,4,-454384,9,1000662
11,250674,4,-533138,4,1000662
12,750592,-389386,4,1000662
13,750631,8,-463140,8,1000662
14,300677,9,-589385,6,1000662
15,750593,3,-669392,3,1000662
16,550537,9,-453138,5,1000662
17,550618,1,-600655,7,1000662
18,300651,8,-639386,6,1000662
19,550608,1,-416898,5,1000662
20,250682,8,-520662,2,1000662
21,300648,1,-493135,2,1000662
22,550608,-538132,6,1000662
23,550517,1,-468132,8,1000662
24,550598,1,-600647,6,1000662
25,1000698,-568163,1,1000698
26,550628,1,-511892,1,1000698
27,550657,8,-468137,3,1000698
28,550695,7,-565660,4,1000698
29,300677,8,-629396,8,1000698

