Generation,PopBest,PopAvg,BestOverall
0,-399304,2,-764517,1,-399304,2
1,250638,1,-730665,6,250638,1
2,300597,9,-539385,4,300597,9
3,500608,-504387,2,500608
4,500617,8,-516884,1,500617,8
5,750647,8,-594390,5,750647,8
6,750527,3,-495632,7,750647,8
7,250683,-531883,1,750647,8
8,1000628,-359383,6,1000628
9,300666,7,-520634,8,1000628
10,550638,1,-524385,1,1000628
11,750598,-521895,9,1000628
12,550566,1,-371883,7,1000628
13,750697,-473133,1,1000628
14,500628,1,-563133,1,1000628
15,550517,8,-499382,8,1000628
16,1000595,-480634,6,1000628
17,300627,3,-556884,1000628
18,500608,-541883,1,1000628
19,300676,1,-459382,7,1000628
20,100577,3,-471898,6,1000628
21,550667,6,-513143,6,1000628
22,100602,9,-584387,9,1000628
23,750658,1,-601895,1,1000628
24,500653,-559395,2,1000628
25,1250500,-555676,6,1250500
26,50536,72,-663184,7,1250500
27,550537,9,-540656,4,1250500
28,550607,6,-440639,8,1250500
29,800677,9,-548146,3,1250500

