Generation,PopBest,PopAvg,BestOverall
0,-149303,3,-730760,4,-149303,3
1,100350,8,-778228,4,100350,8
2,750670,8,-719457,750670,8
3,50580,22,-663263,8,750670,8
4,250510,6,-718206,750670,8
5,550547,9,-637023,9,750670,8
6,300505,8,-735784,1,750670,8
7,-149409,4,-783268,9,750670,8
8,1000668,-646949,7,1000668
9,50503,19,-643213,3,1000668
10,250690,6,-725709,9,1000668
11,300509,8,-575678,8,1000668
12,1250551,-619461,9,1250551
13,500628,-724456,5,1250551
14,300536,4,-699434,3,1250551
15,-399433,9,-783246,6,1250551
16,50657,84,-705698,4,1250551
17,500527,8,-581929,3,1250551
18,100658,1,-651950,6,1250551
19,50640,19,-758169,8,1250551
20,500610,3,-700684,1,1250551
21,500629,6,-788209,1,1250551
22,750540,6,-660705,4,1250551
23,550660,4,-711997,3,1250551
24,50449,09,-773275,4,1250551
25,50610,53,-758277,3,1250551
26,350349,9,-694487,3,1250551
27,500661,4,-746984,1,1250551
28,500613,7,-700742,4,1250551
29,50577,16,-793219,2,1250551

