Generation,PopBest,PopAvg,BestOverall
0,550591,9,-714534,550591,9
1,550608,-729527,3,550608
2,-149329,4,-675733,4,550608
3,550590,1,-629478,4,550608
4,1000648,-728208,9,1000648
5,50547,16,-703203,1,1000648
6,300600,4,-683191,8,1000648
7,550660,6,-551931,2,1000648
8,50467,38,-638253,9,1000648
9,-149349,1,-743230,1,1000648
10,1050514,-668276,8,1050514
11,661,1586,-630683,9,1050514
12,250550,7,-708210,1,1050514
13,100570,3,-648191,6,1050514
14,550556,3,-743170,9,1050514
15,300557,8,-665673,6,1050514
16,750560,6,-764519,1,1050514
17,50660,31,-698184,1,1050514
18,520,6662,-748261,4,1050514
19,-149500,2,-784510,1050514
20,-149349,4,-710739,8,1050514
21,-149372,9,-802047,4,1050514
22,500585,-633259,6,1050514
23,100620,6,-680711,6,1050514
24,500547,3,-641944,6,1050514
25,550605,9,-660713,4,1050514
26,-149381,9,-725739,7,1050514
27,1000638,-714461,5,1050514
28,300576,1,-663237,3,1050514
29,-399392,3,-795712,1,1050514

