Generation,PopBest,PopAvg,BestOverall
0,-349590,1,-798251,1,-349590,1
1,630,4301,-717006,3,630,4301
2,-149346,4,-718209,5,630,4301
3,300672,3,-739465,2,300672,3
4,250660,5,-719470,9,300672,3
5,250580,6,-706963,2,300672,3
6,300511,-663198,7,300672,3
7,250550,4,-724465,6,300672,3
8,250620,6,-711927,1,300672,3
9,580,6283,-696965,1,300672,3
10,300507,9,-715679,6,300672,3
11,50637,75,-710703,3,300672,3
12,300670,6,-671968,4,300672,3
13,300693,-666953,1,300693
14,550547,4,-680786,4,550547,4
15,-149439,5,-750790,4,550547,4
16,-199500,-836998,1,550547,4
17,750570,1,-699453,3,750570,1
18,300470,1,-668199,1,750570,1
19,100653,2,-690796,9,750570,1
20,300637,9,-731999,6,750570,1
21,550628,1,-621916,9,750570,1
22,300628,1,-656907,6,750570,1
23,250530,6,-501944,2,750570,1
24,500550,-636979,8,750570,1
25,100550,6,-818209,1,750570,1
26,-149426,7,-690660,9,750570,1
27,500647,-635690,9,750570,1
28,50540,66,-785750,9,750570,1
29,50640,59,-726974,9,750570,1

