Generation,PopBest,PopAvg,BestOverall
0,250600,3,-794493,8,250600,3
1,300606,9,-755739,6,300606,9
2,600,5876,-700712,4,300606,9
3,100638,1,-743229,9,300606,9
4,-399423,9,-788241,300606,9
5,50641,97,-598186,7,300606,9
6,250541,5,-678225,6,300606,9
7,-149419,7,-745715,2,300606,9
8,100560,6,-715681,1,300606,9
9,750616,5,-608200,4,750616,5
10,300566,2,-595687,9,750616,5
11,250620,6,-720695,3,750616,5
12,750628,1,-630659,9,750628,1
13,550650,2,-649432,1,750628,1
14,-149499,5,-708254,8,750628,1
15,250677,3,-635701,9,750628,1
16,50517,41,-761960,9,750628,1
17,50537,44,-678271,4,750628,1
18,-149399,3,-750680,4,750628,1
19,550598,1,-649452,6,750628,1
20,-149414,1,-720759,3,750628,1
21,50580,09,-732048,3,750628,1
22,1300548,-568214,3,1300548
23,750536,3,-604482,1,1300548
24,550638,1,-733202,6,1300548
25,50674,09,-678228,4,1300548
26,550580,4,-631994,1,1300548
27,250520,6,-720734,6,1300548
28,300499,1,-693297,9,1300548
29,250620,8,-785786,6,1300548

