Generation,PopBest,PopAvg,BestOverall
0,100430,1,-770748,9,100430,1
1,550650,6,-669479,550650,6
2,50650,44,-805738,8,550650,6
3,50685,25,-723199,1,550650,6
4,-149333,6,-741969,1,550650,6
5,1000598,-703206,1,1000598
6,250581,6,-649440,6,1000598
7,-149490,-787010,7,1000598
8,696,8868,-681976,3,1000598
9,300592,7,-609455,4,1000598
10,-149540,3,-725744,3,1000598
11,750621,-584463,3,1000598
12,50673,81,-714455,6,1000598
13,300680,8,-785691,1000598
14,100550,6,-666940,9,1000598
15,750508,-608233,9,1000598
16,-149389,9,-777050,1,1000598
17,100510,6,-740753,1,1000598
18,300639,9,-686998,4,1000598
19,-149395,1,-733235,9,1000598
20,550607,6,-633204,1,1000598
21,50586,97,-644473,6,1000598
22,600696,3,-716970,1000598
23,550677,6,-680715,9,1000598
24,750646,8,-583272,3,1000598
25,100577,9,-649488,9,1000598
26,300670,4,-701951,4,1000598
27,250534,1,-673173,9,1000598
28,550537,6,-696997,4,1000598
29,550612,8,-663196,1000598

